"Symbol","Description","Universe","Return on Invested Capital (TTM)","Price/Earnings (TTM)","Sector","Industry","Same Sub-Industry As","Market Capitalization"
"NVR","NVR Inc","Domestic","37.62%","9.95","Consumer Discretionary","Household Durables","Homebuilding","$14B (Mid)"
"TRMB","Trimble Inc","Domestic","8.34%","30.34","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$14B (Mid)"
"AKAM","Akamai Technologies Inc","Domestic","7.01%","29.39","Information Technology","IT Services","Internet Services & Infrastructure","$14B (Mid)"
"FICO","Fair Isaac Corp","Domestic","35.25%","40.70","Information Technology","Software","Application Software","$14B (Mid)"
"TER","Teradyne Inc","Domestic","27.27%","20.95","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$14B (Mid)"
"PTC","PTC Inc","Domestic","8.21%","47.19","Information Technology","Software","Application Software","$15B (Mid)"
"LDOS","Leidos Holdings Inc","Domestic","7.33%","22.02","Industrials","Professional Services","Research & Consulting Services","$15B (Mid)"
"LKQ","LKQ Corp","Domestic","12.10%","13.13","Consumer Discretionary","Distributors","Distributors","$15B (Mid)"
"TXT","Textron Inc","Domestic","6.87%","18.36","Industrials","Aerospace & Defense","Aerospace & Defense","$15B (Mid)"
"ALGN","Align Technology Inc","Domestic","12.83%","29.63","Health Care","Health Care Equipment & Supplies","Health Care Supplies","$15B (Mid)"
"SWKS","Skyworks Solutions Inc","Domestic","16.36%","12.08","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$15B (Mid)"
"BG","Bunge Ltd","Domestic","11.22%","10.40","Consumer Staples","Food Products","Agricultural Products","$15B (Mid)"
"COO","Cooper Companies Inc","Domestic","4.60%","35.78","Health Care","Health Care Equipment & Supplies","Health Care Supplies","$15B (Mid)"
"APA","APA Corp (US)","Domestic","41.13%","4.57","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$15B (Mid)"
"GEN","Gen Digital Inc","Domestic","6.96%","23.30","Information Technology","Software","Systems Software","$15B (Mid)"
"IRM","Iron Mountain Inc","Domestic","3.80%","31.19","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$15B (Mid)"
"AZPN","Aspen Technology Inc","Domestic","0.03%","831.74","Information Technology","Software","Application Software","$15B (Mid)"
"AVY","Avery Dennison Corp","Domestic","15.63%","19.34","Materials","Containers & Packaging","Paper Packaging","$15B (Mid)"
"LYV","Live Nation Entertainment Inc","Domestic","5.82%","90.06","Communication Services","Entertainment","Movies & Entertainment","$16B (Mid)"
"J","Jacobs Solutions Inc","Domestic","4.93%","34.49","Industrials","Professional Services","Research & Consulting Services","$16B (Mid)"
"EXPE","Expedia Group Inc","Domestic","5.62%","35.57","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","$16B (Mid)"
"CPB","Campbell Soup Co","Domestic","8.00%","20.99","Consumer Staples","Food Products","Packaged Foods & Meats","$16B (Mid)"
"HWM","Howmet Aerospace Inc","Domestic","4.92%","37.41","Industrials","Aerospace & Defense","Aerospace & Defense","$16B (Mid)"
"SJM","J M Smucker Co","Domestic","4.02%","27.93","Consumer Staples","Food Products","Packaged Foods & Meats","$16B (Mid)"
"OMC","Omnicom Group Inc","Domestic","12.71%","12.74","Communication Services","Media","Advertising","$16B (Mid)"
"WMG","Warner Music Group Corp","Domestic","10.02%","37.57","Communication Services","Entertainment","Movies & Entertainment","$16B (Mid)"
"NTAP","NetApp Inc","Domestic","15.79%","17.74","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals","$16B (Mid)"
"EQT","EQT Corp","Domestic","11.82%","9.53","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$16B (Mid)"
"FMC","FMC Corp","Domestic","10.32%","22.23","Materials","Chemicals","Fertilizers & Agricultural Chemicals","$16B (Mid)"
"PINS","Pinterest Inc","Domestic","1.95%","176.84","Communication Services","Interactive Media & Services","Interactive Media & Services","$17B (Mid)"
"DGX","Quest Diagnostics Inc","Domestic","10.74%","14.46","Health Care","Health Care Providers & Services","Health Care Services","$17B (Mid)"
"TRGP","Targa Resources Corp","Domestic","7.53%","71.44","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$17B (Mid)"
"WPC","WP Carey Inc","Domestic","3.12%","32.07","Real Estate","Equity Real Estate Investment Trusts (REITs)","Diversified REITs","$17B (Mid)"
"WST","West Pharmaceutical Services Inc","Domestic","22.64%","27.51","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$17B (Mid)"
"BMRN","Biomarin Pharmaceutical Inc","Domestic","1.43%","230.95","Health Care","Biotechnology","Biotechnology","$17B (Mid)"
"ABMD","ABIOMED Inc","Domestic","17.91%","64.97","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$17B (Mid)"
"MOS","Mosaic Co","Domestic","20.17%","4.93","Materials","Chemicals","Fertilizers & Agricultural Chemicals","$17B (Mid)"
"PKI","PerkinElmer Inc","Domestic","4.64%","28.57","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$17B (Mid)"
"SEDG","Solaredge Technologies Inc","Domestic","4.17%","151.81","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$17B (Mid)"
"GRMN","Garmin Ltd","Domestic","15.61%","18.10","Consumer Discretionary","Household Durables","Consumer Electronics","$17B (Mid)"
"BALL","Ball Corp","Domestic","6.82%","18.94","Materials","Containers & Packaging","Metal & Glass Containers","$17B (Mid)"
"INCY","Incyte Corp","Domestic","22.01%","19.89","Health Care","Biotechnology","Biotechnology","$17B (Mid)"
"BR","Broadridge Financial Solutions Inc","Domestic","7.38%","33.69","Information Technology","IT Services","Data Processing & Outsourced Services","$17B (Mid)"
"HZNP","Horizon Therapeutics PLC","Domestic","9.92%","23.87","Health Care","Biotechnology","Biotechnology","$18B (Mid)"
"CAG","Conagra Brands Inc","Domestic","2.15%","30.67","Consumer Staples","Food Products","Packaged Foods & Meats","$18B (Mid)"
"MPWR","Monolithic Power Systems Inc","Domestic","26.90%","46.16","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$18B (Mid)"
"IEX","IDEX Corp","Domestic","13.12%","31.06","Industrials","Machinery","Industrial Machinery","$18B (Mid)"
"UI","Ubiquiti Inc","Domestic","54.29%","53.00","Information Technology","Communications Equipment","Communications Equipment","$18B (Mid)"
"AMCR","Amcor PLC","Domestic","6.60%","21.74","Materials","Containers & Packaging","Paper Packaging","$18B (Mid)"
"FSLR","First Solar Inc","Domestic","1.43%","190.39","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$18B (Mid)"
"SUI","Sun Communities Inc","Domestic","1.94%","70.29","Real Estate","Equity Real Estate Investment Trusts (REITs)","Residential REITs","$18B (Mid)"
"BBY","Best Buy Co Inc","Domestic","20.70%","11.93","Consumer Discretionary","Specialty Retail","Computer & Electronics Retail","$18B (Mid)"
"DRI","Darden Restaurants Inc","Domestic","10.77%","20.50","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$18B (Mid)"
"EXPD","Expeditors International of Washington Inc","Domestic","41.61%","12.00","Industrials","Air Freight & Logistics","Air Freight & Logistics","$18B (Mid)"
"WAB","Westinghouse Air Brake Technologies Corp","Domestic","4.44%","27.92","Industrials","Machinery","Construction Machinery & Heavy Trucks","$18B (Mid)"
"HOLX","Hologic Inc","Domestic","16.56%","14.51","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$18B (Mid)"
"JBHT","J B Hunt Transport Services Inc","Domestic","18.71%","18.50","Industrials","Road & Rail","Trucking","$18B (Mid)"
"PAYC","Paycom Software Inc","Domestic","19.63%","74.24","Information Technology","Software","Application Software","$18B (Mid)"
"MOH","Molina Healthcare Inc","Domestic","15.96%","22.08","Health Care","Health Care Providers & Services","Managed Health Care","$18B (Mid)"
"MAA","Mid-America Apartment Communities Inc","Domestic","6.15%","29.72","Real Estate","Equity Real Estate Investment Trusts (REITs)","Residential REITs","$19B (Mid)"
"CLX","Clorox Co","Domestic","11.17%","46.18","Consumer Staples","Household Products","Household Products","$19B (Mid)"
"STLD","Steel Dynamics Inc","Domestic","40.49%","4.69","Materials","Metals & Mining","Steel","$19B (Mid)"
"CHD","Church & Dwight Co Inc","Domestic","11.66%","26.17","Consumer Staples","Household Products","Household Products","$19B (Mid)"
"INVH","Invitation Homes Inc","Domestic","2.00%","53.86","Real Estate","Equity Real Estate Investment Trusts (REITs)","Residential REITs","$19B (Mid)"
"TDY","Teledyne Technologies Inc","Domestic","5.69%","27.38","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$19B (Mid)"
"ROL","Rollins Inc","Domestic","22.82%","56.31","Industrials","Commercial Services & Supplies","Environmental & Facilities Services","$19B (Mid)"
"EPAM","Epam Systems Inc","Domestic","14.48%","49.70","Information Technology","IT Services","IT Consulting & Other Services","$20B (Mid)"
"MRO","Marathon Oil Corp","Domestic","24.17%","6.00","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$20B (Mid)"
"WAT","Waters Corp","Domestic","29.15%","29.39","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$20B (Mid)"
"HPE","Hewlett Packard Enterprise Co","Domestic","10.20%","5.59","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals","$20B (Mid)"
"PODD","Insulet Corp","Domestic","0.93%","1,313.61","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$20B (Mid)"
"XYL","Xylem Inc","Domestic","4.91%","63.89","Industrials","Machinery","Industrial Machinery","$20B (Mid)"
"TPL","Texas Pacific Land Corp","Domestic","59.10%","47.91","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$20B (Mid)"
"DOV","Dover Corp","Domestic","14.87%","17.66","Industrials","Machinery","Industrial Machinery","$20B (Mid)"
"VRSN","Verisign Inc","Domestic","116.45%","26.28","Information Technology","IT Services","Internet Services & Infrastructure","$21B (Mid)"
"LH","Laboratory Corporation of America Holdings","Domestic","9.98%","12.64","Health Care","Health Care Providers & Services","Health Care Services","$21B (Mid)"
"EXR","Extra Space Storage Inc","Domestic","10.10%","22.76","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$21B (Mid)"
"PWR","Quanta Services Inc","Domestic","4.86%","50.46","Industrials","Construction & Engineering","Construction & Engineering","$21B (Mid)"
"ANSS","ANSYS Inc","Domestic","8.58%","45.68","Information Technology","Software","Application Software","$21B (Mid)"
"CF","CF Industries Holdings Inc","Domestic","43.73%","7.20","Materials","Chemicals","Fertilizers & Agricultural Chemicals","$22B (Mid)"
"MKC","McCormick & Company Inc","Domestic","6.77%","33.54","Consumer Staples","Food Products","Packaged Foods & Meats","$22B (Mid)"
"CTRA","Coterra Energy Inc","Domestic","34.30%","5.60","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$22B (Mid)"
"LEN","Lennar Corp","Domestic","14.49%","5.61","Consumer Discretionary","Household Durables","Homebuilding","$22B (Mid)"
"IR","Ingersoll Rand Inc","Domestic","4.36%","40.21","Industrials","Machinery","Industrial Machinery","$22B (Mid)"
"DAL","Delta Air Lines Inc","Domestic","0.17%","301.03","Industrials","Airlines","Airlines","$22B (Mid)"
"BF/B","Brown-Forman Corp","Domestic","16.20%","38.78","Consumer Staples","Beverages","Distillers & Vintners","$22B (Mid)"
"MLM","Martin Marietta Materials Inc","Domestic","6.23%","27.63","Materials","Construction Materials","Construction Materials","$23B (Mid)"
"LUV","Southwest Airlines Co","Domestic","3.09%","29.99","Industrials","Airlines","Airlines","$23B (Mid)"
"ZM","Zoom Video Communications Inc","Domestic","12.44%","33.81","Information Technology","Software","Application Software","$23B (Mid)"
"ULTA","Ulta Beauty Inc","Domestic","32.26%","21.08","Consumer Discretionary","Specialty Retail","Specialty Stores","$23B (Mid)"
"AVB","Avalonbay Communities Inc","Domestic","6.50%","19.25","Real Estate","Equity Real Estate Investment Trusts (REITs)","Residential REITs","$24B (Mid)"
"EFX","Equifax Inc","Domestic","7.74%","33.72","Industrials","Professional Services","Research & Consulting Services","$24B (Mid)"
"WY","Weyerhaeuser Co","Domestic","13.80%","10.56","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$24B (Mid)"
"EQR","Equity Residential","Domestic","6.39%","20.64","Real Estate","Equity Real Estate Investment Trusts (REITs)","Residential REITs","$24B (Mid)"
"FTV","Fortive Corp","Domestic","5.49%","35.17","Industrials","Machinery","Industrial Machinery","$24B (Mid)"
"CBRE","CBRE Group Inc","Domestic","17.20%","12.55","Real Estate","Real Estate Management & Development","Real Estate Services","$24B (Mid)"
"ZBH","Zimmer Biomet Holdings Inc","Domestic","1.69%","71.77","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$24B (Mid)"
"TSN","Tyson Foods Inc","Domestic","10.61%","7.55","Consumer Staples","Food Products","Packaged Foods & Meats","$24B (Mid)"
"VMC","Vulcan Materials Co","Domestic","4.70%","39.86","Materials","Construction Materials","Construction Materials","$24B (Mid)"
"K","Kellogg Co","Domestic","11.72%","16.59","Consumer Staples","Food Products","Packaged Foods & Meats","$25B (Mid)"
"URI","United Rentals Inc","Domestic","10.61%","13.11","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$25B (Mid)"
"TSCO","Tractor Supply Co","Domestic","18.05%","24.28","Consumer Discretionary","Specialty Retail","Specialty Stores","$25B (Mid)"
"ARE","Alexandria Real Estate Equities Inc","Domestic","2.51%","45.84","Real Estate","Equity Real Estate Investment Trusts (REITs)","Office REITs","$25B (Mid)"
"SIRI","Sirius XM Holdings Inc","Domestic","16.02%","22.23","Communication Services","Media","Cable & Satellite","$25B (Mid)"
"CDW","CDW Corp","Domestic","15.68%","24.78","Information Technology","Electronic Equipment, Instruments & Components","Technology Distributors","$26B (Mid)"
"GPC","Genuine Parts Co","Domestic","14.57%","22.10","Consumer Discretionary","Distributors","Distributors","$26B (Mid)"
"RPRX","Royalty Pharma PLC","Domestic","7.10%","37.39","Health Care","Pharmaceuticals","Pharmaceuticals","$26B (Mid)"
"FANG","Diamondback Energy Inc","Domestic","22.28%","6.14","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$27B (Mid)"
"GPN","Global Payments Inc","Domestic","0.02%","442.53","Information Technology","IT Services","Data Processing & Outsourced Services","$27B (Mid)"
"HRL","Hormel Foods Corp","Domestic","8.79%","27.00","Consumer Staples","Food Products","Packaged Foods & Meats","$27B (Mid)"
"IT","Gartner Inc","Domestic","20.19%","36.97","Information Technology","IT Services","IT Consulting & Other Services","$27B (Mid)"
"VRSK","Verisk Analytics Inc","Domestic","19.21%","27.74","Industrials","Professional Services","Research & Consulting Services","$28B (Mid)"
"DHI","D R Horton Inc","Domestic","28.19%","5.00","Consumer Discretionary","Household Durables","Homebuilding","$28B (Mid)"
"LYB","LyondellBasell Industries NV","Domestic","14.27%","6.76","Materials","Chemicals","Commodity Chemicals","$28B (Mid)"
"GLW","Corning Inc","Domestic","7.75%","15.88","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components","$29B (Mid)"
"VEEV","Veeva Systems Inc","Domestic","13.11%","67.05","Health Care","Health Care Technology","Health Care Technology","$29B (Mid)"
"APTV","Aptiv PLC","Domestic","4.23%","92.76","Consumer Discretionary","Auto Components","Auto Parts & Equipment","$29B (Mid)"
"OKE","ONEOK Inc","Domestic","7.82%","18.15","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$29B (Mid)"
"HPQ","HP Inc","Domestic","62.13%","9.75","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals","$30B (Mid)"
"FAST","Fastenal Co","Domestic","29.05%","28.18","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$30B (Mid)"
"CTSH","Cognizant Technology Solutions Corp","Domestic","16.69%","13.19","Information Technology","IT Services","IT Consulting & Other Services","$30B (Mid)"
"GWW","WW Grainger Inc","Domestic","31.24%","21.49","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$31B (Mid)"
"ROK","Rockwell Automation Inc","Domestic","12.85%","33.49","Industrials","Electrical Equipment","Electrical Components & Equipment","$31B (Mid)"
"CPRT","Copart Inc","Domestic","22.61%","29.00","Industrials","Commercial Services & Supplies","Diversified Support Services","$31B (Mid)"
"PPG","PPG Industries Inc","Domestic","6.78%","29.68","Materials","Chemicals","Specialty Chemicals","$31B (Mid)"
"KEYS","Keysight Technologies Inc","Domestic","17.08%","28.19","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$31B (Mid)"
"DLR","Digital Realty Trust Inc","Domestic","4.45%","22.41","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$31B (Mid)"
"SBAC","SBA Communications Corp","Domestic","4.61%","79.18","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$32B (Mid)"
"ON","ON Semiconductor Corp","Domestic","20.55%","19.13","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$32B (Mid)"
"MTD","Mettler-Toledo International Inc","Domestic","38.64%","39.40","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$32B (Mid)"
"DELL","Dell Technologies Inc","Domestic","2.24%","27.82","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals","$32B (Mid)"
"CSGP","CoStar Group Inc","Domestic","4.60%","92.78","Industrials","Professional Services","Research & Consulting Services","$32B (Mid)"
"AME","AMETEK Inc","Domestic","11.07%","28.97","Industrials","Electrical Equipment","Electrical Components & Equipment","$33B (Mid)"
"WELL","Welltower Inc","Domestic","0.68%","181.87","Real Estate","Equity Real Estate Investment Trusts (REITs)","Health Care REITs","$33B (Mid)"
"OTIS","Otis Worldwide Corp","Domestic","40.88%","26.92","Industrials","Machinery","Industrial Machinery","$33B (Mid)"
"ODFL","Old Dominion Freight Line Inc","Domestic","32.29%","25.34","Industrials","Road & Rail","Trucking","$33B (Mid)"
"VICI","VICI Properties Inc","Domestic","3.01%","31.05","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$33B (Mid)"
"ALB","Albemarle Corp","Domestic","11.72%","21.47","Materials","Chemicals","Specialty Chemicals","$33B (Mid)"
"ABC","Amerisourcebergen Corp","Domestic","11.61%","20.49","Health Care","Health Care Providers & Services","Health Care Distributors","$33B (Mid)"
"RMD","Resmed Inc","Domestic","18.31%","42.95","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$34B (Mid)"
"HAL","Halliburton Co","Domestic","10.14%","19.41","Energy","Energy Equipment & Services","Oil & Gas Equipment & Services","$34B (Mid)"
"MPLX","MPLX LP","Domestic","12.13%","8.98","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$34B (Mid)"
"DLTR","Dollar Tree Inc","Domestic","9.16%","21.32","Consumer Discretionary","Multiline Retail","General Merchandise Stores","$34B (Mid)"
"IDXX","IDEXX Laboratories Inc","Domestic","41.84%","52.42","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$34B (Mid)"
"TDG","TransDigm Group Inc","Domestic","5.05%","47.23","Industrials","Aerospace & Defense","Aerospace & Defense","$34B (Mid)"
"KR","Kroger Co","Domestic","7.54%","14.65","Consumer Staples","Food & Staples Retailing","Food Retail","$34B (Mid)"
"YUM","Yum! Brands Inc","Domestic","26.75%","28.46","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$35B (Mid)"
"CMI","Cummins Inc","Domestic","11.65%","18.65","Industrials","Machinery","Construction Machinery & Heavy Trucks","$35B (Mid)"
"DD","Dupont De Nemours Inc","Domestic","3.11%","31.08","Materials","Chemicals","Specialty Chemicals","$35B (Mid)"
"EA","Electronic Arts Inc","Domestic","8.60%","40.45","Communication Services","Entertainment","Interactive Home Entertainment","$36B (Mid)"
"WBA","Walgreens Boots Alliance Inc","Domestic","6.64%","8.36","Consumer Staples","Food & Staples Retailing","Drug Retail","$36B (Mid)"
"DOW","Dow Inc","Domestic","12.10%","6.68","Materials","Chemicals","Commodity Chemicals","$36B (Mid)"
"GFS","Globalfoundries Inc","Domestic","6.98%","44.20","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$36B (Mid)"
"NEM","Newmont Corporation","Domestic","0.50%","37.86","Materials","Metals & Mining","Gold","$37B (Mid)"
"CARR","Carrier Global Corp","Domestic","18.94%","10.64","Industrials","Building Products","Building Products","$37B (Mid)"
"PCAR","Paccar Inc","Domestic","10.63%","14.21","Industrials","Machinery","Construction Machinery & Heavy Trucks","$37B (Mid)"
"HLT","Hilton Worldwide Holdings Inc","Domestic","8.63%","36.37","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","$38B (Mid)"
"ET","Energy Transfer LP","Domestic","6.89%","9.27","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$39B (Mid)"
"FIS","Fidelity National Information Services Inc","Domestic","1.42%","42.55","Information Technology","IT Services","Data Processing & Outsourced Services","$39B (Mid)"
"NUE","Nucor Corp","Domestic","39.58%","4.74","Materials","Metals & Mining","Steel","$39B (Mid)"
"PH","Parker-Hannifin Corp","Domestic","6.05%","32.18","Industrials","Machinery","Industrial Machinery","$40B (Mid)"
"ROST","Ross Stores Inc","Domestic","15.01%","27.98","Consumer Discretionary","Specialty Retail","Apparel Retail","$40B (Mid)"
"IQV","IQVIA Holdings Inc","Domestic","6.25%","35.13","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$40B (Mid)"
"TEL","TE Connectivity Ltd","Domestic","14.82%","16.94","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services","$40B (Mid)"
"FTNT","Fortinet Inc","Domestic","24.42%","57.39","Information Technology","Software","Systems Software","$41B (Mid)"
"SPG","Simon Property Group Inc","Domestic","7.82%","19.93","Real Estate","Equity Real Estate Investment Trusts (REITs)","Retail REITs","$41B (Mid)"
"O","Realty Income Corp","Domestic","1.92%","61.06","Real Estate","Equity Real Estate Investment Trusts (REITs)","Retail REITs","$41B (Mid)"
"SPGZ","Spectrum Group International Inc","Domestic","1.35%","65.47","Consumer Discretionary","Diversified Consumer Services","Specialized Consumer Services","$41B (Mid)"
"TT","Trane Technologies PLC","Domestic","12.86%","25.45","Industrials","Building Products","Building Products","$41B (Mid)"
"MCHP","Microchip Technology Inc","Domestic","12.85%","22.93","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$41B (Large)"
"ANET","Arista Networks Inc","Domestic","24.65%","37.07","Information Technology","Communications Equipment","Communications Equipment","$42B (Large)"
"WMB","Williams Companies Inc","Domestic","5.17%","20.91","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$42B (Large)"
"CMG","Chipotle Mexican Grill Inc","Domestic","13.74%","52.41","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$42B (Large)"
"KMI","Kinder Morgan Inc","Domestic","4.13%","16.94","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$42B (Large)"
"ECL","Ecolab Inc","Domestic","7.10%","37.94","Materials","Chemicals","Specialty Chemicals","$42B (Large)"
"RSG","Republic Services Inc","Domestic","6.14%","29.55","Industrials","Commercial Services & Supplies","Environmental & Facilities Services","$43B (Large)"
"DXCM","Dexcom Inc","Domestic","5.72%","207.35","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$43B (Large)"
"LHX","L3harris Technologies Inc","Domestic","3.89%","39.20","Industrials","Aerospace & Defense","Aerospace & Defense","$43B (Large)"
"ENPH","Enphase Energy Inc","Domestic","14.87%","156.29","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$44B (Large)"
"SYY","Sysco Corp","Domestic","10.50%","30.54","Consumer Staples","Food & Staples Retailing","Food Distributors","$44B (Large)"
"BIIB","Biogen Inc","Domestic","11.83%","15.63","Health Care","Biotechnology","Biotechnology","$44B (Large)"
"PAYX","Paychex Inc","Domestic","32.57%","30.99","Information Technology","IT Services","Data Processing & Outsourced Services","$44B (Large)"
"MSI","Motorola Solutions Inc","Domestic","14.90%","38.95","Information Technology","Communications Equipment","Communications Equipment","$44B (Large)"
"DVN","Devon Energy Corp","Domestic","33.95%","7.19","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$45B (Large)"
"NXPI","NXP Semiconductors NV","Domestic","15.13%","17.28","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$45B (Large)"
"ADSK","Autodesk Inc","Domestic","12.29%","73.68","Information Technology","Software","Application Software","$45B (Large)"
"CDNS","Cadence Design Systems Inc","Domestic","22.38%","58.14","Information Technology","Software","Application Software","$45B (Large)"
"LULU","Lululemon Athletica Inc","Domestic","30.87%","41.65","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods","$45B (Large)"
"KMB","Kimberly-Clark Corp","Domestic","16.52%","25.62","Consumer Staples","Household Products","Household Products","$46B (Large)"
"HES","Hess Corp","Domestic","12.77%","24.64","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$46B (Large)"
"FDX","FedEx Corp","Domestic","5.08%","12.91","Industrials","Air Freight & Logistics","Air Freight & Logistics","$46B (Large)"
"ROP","Roper Technologies Inc","Domestic","4.42%","49.26","Information Technology","Software","Application Software","$46B (Large)"
"EW","Edwards Lifesciences Corp","Domestic","19.56%","31.99","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$46B (Large)"
"SCCO","Southern Copper Corp","Domestic","16.23%","17.90","Materials","Metals & Mining","Copper","$46B (Large)"
"CTAS","Cintas Corp","Domestic","20.51%","38.11","Industrials","Commercial Services & Supplies","Diversified Support Services","$46B (Large)"
"A","Agilent Technologies Inc","Domestic","14.21%","37.53","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$46B (Large)"
"JCI","Johnson Controls International PLC","Domestic","5.61%","30.70","Industrials","Building Products","Building Products","$46B (Large)"
"STZ","Constellation Brands Inc","Domestic","0.66%","600.11","Consumer Staples","Beverages","Distillers & Vintners","$47B (Large)"
"CTVA","Corteva Inc","Domestic","4.37%","34.49","Materials","Chemicals","Fertilizers & Agricultural Chemicals","$47B (Large)"
"HSY","Hershey Co","Domestic","21.22%","35.59","Consumer Staples","Food Products","Packaged Foods & Meats","$48B (Large)"
"APH","Amphenol Corp","Domestic","15.31%","26.99","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components","$48B (Large)"
"KHC","Kraft Heinz Co","Domestic","1.18%","49.24","Consumer Staples","Food Products","Packaged Foods & Meats","$48B (Large)"
"AZO","Autozone Inc","Domestic","35.13%","21.43","Consumer Discretionary","Specialty Retail","Automotive Retail","$48B (Large)"
"GIS","General Mills Inc","Domestic","12.36%","17.28","Consumer Staples","Food Products","Packaged Foods & Meats","$49B (Large)"
"SNPS","Synopsys Inc","Domestic","15.96%","49.64","Information Technology","Software","Application Software","$50B (Large)"
"VMW","VMware Inc","Domestic","6.45%","35.69","Information Technology","Software","Systems Software","$50B (Large)"
"MAR","Marriott International Inc","Domestic","11.92%","24.86","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","$52B (Large)"
"PSA","Public Storage","Domestic","28.98%","12.17","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$53B (Large)"
"PSX","Phillips 66","Domestic","22.77%","5.14","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing","$53B (Large)"
"ORLY","O'Reilly Automotive Inc","Domestic","38.64%","26.01","Consumer Discretionary","Specialty Retail","Automotive Retail","$53B (Large)"
"MCK","Mckesson Corp","Domestic","14.25%","26.69","Health Care","Health Care Providers & Services","Health Care Distributors","$54B (Large)"
